"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell shape"
159825,,"JCM 31803, KACC 19096, LYH 11",1,"Kaistia algarum",coccus-shaped
133806,B6-12,"KCTC 23766, JCM 18034",1,"Kaistia defluvii",rod-shaped
13564,Ko04,"DSM 23481, KCTC 12575, LMG 23410",1,"Kaistia granuli",rod-shaped
24471,E94,"DSM 25966, CCM 8401, CIP 110381, LMG 26925",1,"Kaistia hirudinis",rod-shaped
13565,5YN9-8,"DSM 19436, KACC 12605",1,"Kaistia soli",rod-shaped
13566,5YN7-3,"DSM 21341, KACC 12910",1,"Kaistia terrae",rod-shaped
159856,XY-R6,"MCCC 1K01498, KCTC 52266, DSM 104294",1,"Kandeliimicrobium roseum",rod-shaped
397,SW-154,"DSM 16071, KCTC 12183, JCM 12318",1,"Kangiella aquimarina",rod-shaped
133675,YCS-5,"KCTC 23420, CCUG 60526",1,"Kangiella geojedonensis",rod-shaped
133576,,"NRIC 0764, JCM 16211, KMM 3899",1,"Kangiella japonica",rod-shaped
396,SW-125,"DSM 16069, KCTC 12182, JCM 12317",1,"Kangiella koreensis",rod-shaped
133782,KM1,"BCRC 80329, JCM 17728",1,"Kangiella marina",rod-shaped
133836,BB-Mw22,"KCTC 23892, CCUG 62217",1,"Kangiella sediminilitoris",rod-shaped
398,A79,"DSM 23219, ATCC BAA 2076",1,"Kangiella spongicola",rod-shaped
133783,KT1,"BCRC 80330, JCM 17727",1,"Kangiella taiwanensis",rod-shaped
354,3925,"DSM 16618, CCUG 47000, LMG 5906, CIP 108214",1,"Kerstersia gyiorum",coccus-shaped
133793,,"CCUG 46999, LMG 5890",1,"Kerstersia similis",ovoid-shaped
159863,GI5,"KCTC 52659, JCM 31835",1,"Ketobacter alkanivorans",rod-shaped
140549,soj2014,"KCTC 42186, JCM 30386",1,"Kiloniella antarctica",spiral-shaped
166142,F02,"KCTC 52616, MCCC 1H00224",1,"Kineobactrum sediminis",rod-shaped
158283,,"DSM 102158, KCTC 39739, YIM 121940",1,"Kineococcus aureolus",coccus-shaped
134344,KKD096,"TISTR 1856, NRRL B-24568, BCC 26245, NBRC 103943, JCM 15972, KACC 14421",1,"Kineococcus gynurae",coccus-shaped
140890,L2-1-L1,"BCC 75409, NBRC 110933",1,"Kineococcus mangrovi",coccus-shaped
158284,,"DSM 102155, KCTC 39738, YIM 121936",1,"Kineococcus terrestris",coccus-shaped
6319,S2-20,"DSM 22857, KCTC 19474, CCTCC AB 207179, JCM 16219, NBRC 107624",1,"Kineococcus xinjiangensis",coccus-shaped
133070,KNHs209,"DSM 100556, ATCC TSD-26",1,"Kineothrix alysoides",rod-shaped
140547,,"CSUR P957, CCUG 69806, SCH Sch538",1,"Kingella negevensis",coccus-shaped
3031,KIN192,"DSM 25082, CCUG 53117, CECT 7319",1,"Kinneretia asaccharophila",rod-shaped
133556,,"KCCM 90076, JCM 15607, KMD 001, DSM 21796, NCIMB 14710",1,"Kistimonas asteriae",rod-shaped
133798,A36,"KACC 16204, JCM 17805",1,"Kistimonas scapharcae",rod-shaped
134155,VT-36,"MTCC 6546, DSM 44898, JCM 13010",1,"Kitasatospora sampliensis",rod-shaped
157757,06D021,"DSM 105630, CIP 111401",1,"Klebsiella grimontii",rod-shaped
133650,LX3,"DSM 16265, JCM 12419, CCUG 57108, CIP 108642, LMG 23571",0,"Klebsiella variicola",rod-shaped
23033,PB34,"DSM 45843, JCM 17785, KCTC 19880",1,"Klenkia soli",rod-shaped
24062,3-wff-81,"DSM 45962, CGMCC 1.12303, NBRC 109416, JCM 31768",1,"Klenkia taihuensis",rod-shaped
23034,"PB 261","DSM 45844, JCM 17786, KCTC 19881",1,"Klenkia terrae",rod-shaped
7332,"44C3, C44","DSM 18031, ATCC BAA 1524, JCM 16542",1,"Klugiella xanthotipulae",rod-shaped
6271,5317S-21,"DSM 18566, KACC 20583, JCM 16377, NBRC 106306",1,"Knoellia aerolata",ovoid-shaped
6272,TL1,"DSM 25785, CGMCC 1.10749, KCTC 19810, JCM 18318",1,"Knoellia flava",rod-shaped
133714,DMZ1,"KACC 15114, JCM 17313, NBRC 109775",1,"Knoellia locipacati",rod-shaped
134268,3-M5-R-4,"ATCC BAA 1496, CIP 109413, JCM 15662, KCTC 39578, NCIMB 14307",1,"Knoellia remsis",coccus-shaped
7660,,"CCUG 55750, CCM 7384, DSM 17006, CCTCC AA 203006, CIP 107966, KCTC 19010, YIM 70003, JCM 14735, NCIMB 14352",1,"Kocuria aegyptia",coccus-shaped
140923,CM1E1,"HAMBI 3625, LMG 28671, CCBAU 101092",1,"Kocuria arsenatis",coccus-shaped
7665,P30,"DSM 23883, JCM 15914, KCTC 19594",1,"Kocuria atrinae",coccus-shaped
7662,HO-9041,"DSM 22142, CCTCC AB 206106, KCTC 19306, JCM 15621, NBRC 107626",1,"Kocuria flava",coccus-shaped
133498,SJ2,"KCCM 42914, LMG 24672, JCM 18958",1,"Kocuria gwangalliensis",coccus-shaped
7659,K07-05,"DSM 44905, JCM 13326, MTCC 7020, CCUG 56039, CIP 109344, NCIMB 14351",1,"Kocuria himachalensis",coccus-shaped
7657,,"DSM 16420, KCTC 9943, KMM 3905, CCUG 51442, JCM 13363, NBRC 110801",1,"Kocuria marina",coccus-shaped
140489,RS-2-3,"NBRC 110990, InaCC A704",1,"Kocuria pelophila",coccus-shaped
141150,Hv14b,"DSM 28714, CECT 9229",1,"Kocuria salina",coccus-shaped
7666,104,"DSM 24776, JCM 16361, KACC 21128, NBRC 109970",1,"Kocuria salsicia",coccus-shaped
166538,M5W7-7,"KCTC 49195, CGMCC 1.13744",1,"Kocuria soli",coccus-shaped
7663,HO-9042,"DSM 22143, CCTCC AB 206107, KCTC 19307, JCM 15622, NBRC 107627",1,"Kocuria turfanensis",coccus-shaped
159749,WE7,"CGMCC 1.15338, JCM 31140",1,"Komagataeibacter cocois",rod-shaped
134216,RG3,"LMG 23726, MTCC 6913",1,"Komagataeibacter hansenii",rod-shaped
133875,,"NBRC 3288, Kondo 51, LMG 1693",1,"Komagataeibacter medellinensis",rod-shaped
133649,OT-1,"KCTC 8814P, NBRC 1000336",1,"Kordia algicida",rod-shaped
134041,,"KCTC 32292, NBRC 109401, IMCC 3317",1,"Kordia antarctica",rod-shaped
134074,CC-AMZ-301,"JCM 18556, BCRC 80464",1,"Kordia aquimaris",rod-shaped
140820,,"KCTC 42872, MCCC 1A01772, LMG 29123, SC 2",1,"Kordia ulvae",rod-shaped
158674,ZO2-23,"KCTC 52268, JCM 31799",1,"Kordia zosterae",rod-shaped
133812,101-1,"KACC 16184, JCM 17742",1,"Kordiimonas aestuarii",rod-shaped
133810,,"KCCM 42940, JCM 16665, MEBiC 06554",1,"Kordiimonas aquimaris",rod-shaped
17858,GW14-5,"DSM 19435, CIP 109032, JCM 12864, KCCM 42021",1,"Kordiimonas gwangyangensis",rod-shaped
17859,S3-22,"DSM 23258, CGMCC 1.9109, JCM 16261",1,"Kordiimonas lacus",rod-shaped
140838,M41,"CGMCC 1.15304, JCM 30877",1,"Kordiimonas lipolytica",rod-shaped
158811,N18,"MCCC 1K03436, KCTC 62164",1,"Kordiimonas pumila",rod-shaped
4383,Ah-143,"DSM 25165, KCTC 22375, LMG 26131, NCIMB 14469, CCUG 66539",1,"Kosakonia arachidis",rod-shaped
133472,,"LMG 24251, CGMCC 1.7012, Ola 51",1,"Kosakonia oryzae",rod-shaped
130318,SP1,"DSM 100203, CGMCC 1.12102, LMG 26783",1,"Kosakonia sacchari",rod-shaped
17071,,"DSM 21960, ATCC BAA 1733, TBF 19.5.1",1,"Kosmotoga olearia",rod-shaped
17073,2SM-2,"DSM 22460, ACCC 00496",1,"Kosmotoga shengliensis",coccus-shaped
58,YO-3,"DSM 14400, IFO 16664, JCM 11301, NBRC 16664, NRIC 0488, CCUG 48823, CCM 7137, NCIMB 14242",1,"Kozakia baliensis",rod-shaped
12605,,"DSM 21481, CCTCC AA 208024, JCM 16551, CC 0387",1,"Krasilnikoviella flava",coccus-shaped
11081,,"DSM 19601, JCM 14968, BC 631, NBRC 105864",1,"Kribbella catacumbae",rod-shaped
23163,,"DSM 23718, JCM 30548, NRRL B-24812, PIP 118",1,"Kribbella endophytica",rod-shaped
11073,HD9,"DSM 17305, CIP 108509, JCM 12204, KACC 20266, NBRC 101070",1,"Kribbella jejuensis",rod-shaped
11074,"Q 41","DSM 17344, CIP 109290, NBRC 101884, NRRL B-24425, JCM 14304, BCRC 16842",1,"Kribbella karoonensis",rod-shaped
11071,LU14,"DSM 16683, CIP 109212, LMG 22957, NBRC 101883, JCM 14303, BCRC 16829, NCIMB 14381",1,"Kribbella lupini",ovoid-shaped
132535,,"DSM 23717, NRRL B-24813, PIP 158",1,"Kribbella pittospori",rod-shaped
11082,,"DSM 19602, JCM 14969, BC 633, NBRC 105865",1,"Kribbella sancticallisti",rod-shaped
24246,,"DSM 45490, CCUG 61792, UTMC 693",1,"Kribbella shirazensis",rod-shaped
11072,DSA1,"DSM 17294, CIP 108508, JCM 12205, KACC 20196, NBRC 101071",1,"Kribbella solani",rod-shaped
11075,HMC25,"DSM 17345, CIP 109291, NBRC 101885, NRRL B-24426, JCM 14305, BCRC 16843",1,"Kribbella swartbergensis",rod-shaped
5738,,"DSM 19886, KCTC 22188, KMM 3665, JCM 11734, CECT 7617",1,"Kriegella aquimaris",rod-shaped
17649,SOSP1-21,"DSM 44963",1,"Ktedonobacter racemifer",filament-shaped
6084,A10,"DSM 21353, CCM 7415, CECT 7220, JCM 18992, JCM 15469",1,"Kushneria aurantia",rod-shaped
6083,Mw2a,"DSM 23439, CECT 7193, CIP 109711, JCM 18993, CCM 7396",1,"Kushneria avicenniae",rod-shaped
159725,EAod7,"CECT 9075, LMG 29858",1,"Kushneria endophytica",rod-shaped
132885,CG2.1,"DSM 14324, CECT 5902, CIP 109528, LMG 23625, JCM 19369",1,"Kushneria indalinina",rod-shaped
140736,X49,"KACC 14623, JCM 16805",1,"Kushneria konosiri",rod-shaped
159726,EAod3,"CECT 9073, LMG 29856",1,"Kushneria phyllosphaerae",rod-shaped
6085,Z35,"DSM 23229, CCTCC AB 209027, NRRL B-59197",1,"Kushneria sinocarnis",rod-shaped
13296,"A-T 1846","DSM 45791, BCC 29373, NBRC 107931",1,"Kutzneria buriramensis",rod-shaped
158437,EA-1,"DSM 106492, CCOS 1194",1,"Kyrpidia spormannii",rod-shaped
7497,KSW2-17,"DSM 21548, JCM 14008, KCTC 19176, NBRC 106262",1,"Labedella gwakjiensis",rod-shaped
133336,HQYD1,"MCCC 1K02304, KCTC 42583",1,"Saccharicrinis aurantiacus",rod-shaped
166111,SPP2,"NBRC 111151, CECT 9460",1,"Labilibaculum antarcticum",rod-shaped
17410,JLW10,"DSM 16812, ATCC BAA 1080, JCM 21796, IAM 15351",1,"Labrys methylaminiphila",rod-shaped
17412,G24103,"DSM 18384, NBRC 101365, NCIMB 14143",1,"Labrys miyagiensis",rod-shaped
134210,Liujia-146,"BCRC 17578, LMG 23578",1,"Labrys neptuniae",rod-shaped
17413,,"DSM 18385, CIP 109597, MAFF 210191",1,"Labrys okinawensis",rod-shaped
17411,"F 11","DSM 17916, LMG 23412",1,"Labrys portucalensis",rod-shaped
17414,W1215-PCA-4,"DSM 19619, NRRL B-51088",1,"Labrys wisconsinensis",rod-shaped
6378,N1,"DSM 24553, CCUG 60305",1,"Lachnoanaerobaculum orale",rod-shaped
6377,"CD3:22, CD3 : 22","DSM 23576, CCUG 58757",1,"Lachnoanaerobaculum umeaense",rod-shaped
132396,DLD10,"DSM 28816, JCM 30818",1,"Lachnotalea glycerini",rod-shaped
133442,NJ-8,"CGMCC 1.7271, NBRC 104930",1,"Lacibacter cauensis",rod-shaped
134057,H32-4,"KCTC 32395, JCM 19172",1,"Lacibacter daechungensis",rod-shaped
133331,SS2-56,"KCTC 52160, JCM 31372, BCRC 81229",1,"Lacibacter nakdongensis",rod-shaped
134071,LTC-2,"BCRC 80445, LMG 26999, KCTC 32017",1,"Lacibacterium aquatile",curved-shaped
,,,,,rod-shaped
140675,,"KCTC 23619, CECT 7956, HME 7103",1,"Lacihabitans lacunae",rod-shaped
141137,X13M-12,"CGMCC 1.12923, KCTC 42674",1,"Lacimicrobium alkaliphilum",curved-shaped
133188,"7Alg 4","KCTC 23036, KMM 6381",1,"Lacinutrix cladophorae",rod-shaped
134121,DJ3,"ACAM 1055, CIP 108538",1,"Lacinutrix copepodicola",rod-shaped
140924,"Lxc1, Lxc1T","MCCC 1A01567, KCTC 42808",1,"Lacinutrix gracilariae",rod-shaped
133839,E4-9a,"CIP 110310, KCTC 23612",1,"Lacinutrix himadriensis",coccus-shaped
133006,Th68,"DSM 26284, JCM 18637, KCTC 32141",1,"Lacinutrix iliipiscaria",rod-shaped
134366,,"KCCM 42306, JCM 13824, AKS 432",1,"Lacinutrix mariniflava",rod-shaped
164320,CHu50b-6-2,"JCM 32673, KCTC 49081",1,"Lacisediminihabitans profunda",rod-shaped
164323,CHu64-6-4,"JCM 32676, KCTC 62287",1,"Lacisediminimonas profundi",rod-shaped
6704,SL1108,"DSM 23927, ATCC BAA 2142, LMG 26001, JCM 30914, KCTC 21030",1,"Lacticaseibacillus brantae",rod-shaped
6703,"SU 18","DSM 26653, CGMCC 1.10801, JCM 17158, KCTC 15317, LMG 29535",1,"Lacticaseibacillus nasuensis",rod-shaped
24130,R-42633,"DSM 28071, CCUG 62266, LMG 26767, KCTC 21027, JCM 19617",1,"Lacticaseibacillus porcinae",ovoid-shaped
6701,,"DSM 24301, JCM 17471, YIT 12363",1,"Lacticaseibacillus saniviri",rod-shaped
24140,7-19,"KCTC 21025, DSM 28401, CCUG 62990, LMG 27191, NCIMB 14832, JCM 30918",1,"Lacticaseibacillus songhuajiangensis",rod-shaped
6564,,"DSM 20178, ATCC 15820, RIA 482, CCUG 35515, KCTC 3804, JCM 11302, BCRC 17942, LMG 17315, NCIMB 9537",1,"Lacticaseibacillus zeae",rod-shaped
2287,MIC1-18,"DSM 19658, NBRC 101988",1,"Lacticigenium naphthae",rod-shaped
6682,R-34115,"DSM 21115, LMG 24284",1,"Lactiplantibacillus fabifermentans",rod-shaped
24139,11050,"DSM 28402, CCUG 62991, LMG 27194, KCTC 21026",1,"Lactiplantibacillus mudanjiangensis",rod-shaped
23073,3.1.1,"DSM 27103, LMG 26013, NCIMB 14687, JCM 30915, KCTC 21028, NBRC 108914",1,"Lactiplantibacillus xiangfangensis",rod-shaped
141151,"WiKim29, WiKim39","KCTC 21077, JCM 31938",1,"Companilactobacillus allii",rod-shaped
6412,OTU-171-1,"DSM 16698, CIP 109151, NCCB 100067",0,"Lactobacillus amylovorus",rod-shaped
134046,R4B,"CCM 8403, LMG 26964",1,"Lactobacillus apis",rod-shaped
159711,BS-W1,"BCRC 80970, NBRC 112377",1,"Levilactobacillus bambusae",rod-shaped
166164,47-3,"NCIMB 15165, CCM 8903, LMG 31064",1,"Lacticaseibacillus baoqingensis",rod-shaped
166234,54-5,"NCIMB 15151, CCM 8894",1,"Lapidilactobacillus bayanensis",coccus-shaped
133069,"L1, 111144-L1, L1(historical number)","DSM 101872, KCTC 21086",1,"Lactobacillus colini",rod-shaped
134233,,"CCUG 53174, CIP 109613, LMG 23699, JCM 15951, NBRC 107159",1,"Companilactobacillus crustorum",rod-shaped
133853,S1L19,"JCM 18524, CCTCC M 2011381",1,"Lentilactobacillus curieae",rod-shaped
140766,,"JCM 31185, VTT E-94560",1,"Furfurilactobacillus curtus",rod-shaped
24135,"CHCC13979, ZN7a-9","DSM 26046, LMG 27067, JCM 30917, KCTC 21031",1,"Lactobacillus delbrueckii subsp. jakobsenii",rod-shaped
24129,,"DSM 24966, JCM 17838, KCTC 15515, YIT 11221",1,"Lactobacillus delbrueckii subsp. sunkii",rod-shaped
6693,DI70,"DSM 19284, CIP 110162, JCM 14600, LMG 30910",1,"Lactobacillus equicursoris",rod-shaped
166156,218-6,"NCIMB 15171, CCM 8908, KCTC 21134, LMG 31067",1,"Levilactobacillus fujinensis",rod-shaped
133700,,"JCM 17355, BCRC 80278, YM 0097",1,"Companilactobacillus futsaii",rod-shaped
166158,244-4,"NCIMB 15168, CCM 8906, KCTC 21137, LMG 31052",1,"Levilactobacillus fuyuanensis",rod-shaped
6700,202,"DSM 23908, CRBIP 24.85, KCTC 21043",1,"Lactobacillus gigeriorum",rod-shaped
6705,61D,"DSM 23910, CRBIP 24.179, KCTC 21045, JCM 18988",1,"Lactobacillus hominis",rod-shaped
166202,395-6.2,"CCM 8927, NCIMB 15188, LMG 31179",1,"Companilactobacillus huachuanensis",rod-shaped
166160,151-2B,"NCIMB 15164, CCM 8913, KCTC 21129, LMG 31063",1,"Levilactobacillus huananensis",rod-shaped
166523,ZW163,"NCIMB 15193, CCM 8926, CCTCC AB 2019015",1,"Lacticaseibacillus hulanensis",rod-shaped
133267,Ru20-1,"LMG 29008, NBRC 111239, PCU 346, TISTR 2381, JCM 32627",1,"Fructilactobacillus ixorae",rod-shaped
166163,257-1,"NCIMB 15166, CCM 8904, LMG 31065",1,"Loigolactobacillus jiayinensis",rod-shaped
166165,159-4,"NCIMB 15175, CCM 8911",1,"Lacticaseibacillus jixianensis",rod-shaped
6615,Kx127A2,"DSM 16043, CCUG 48459, CIP 109909, LMG 22115, JCM 15954",1,"Lactobacillus kalixensis",rod-shaped
133577,,"KCTC 12976, JCM 15530, DCY 51",1,"Secundilactobacillus kimchicus",rod-shaped
6627,"Ch-J-2-11, S1-99","CCUG 53874, CIP 108218, DSM 16761, JCM 1039, KCTC 3155, BCRC 17387, LMG 23133",1,"Lactobacillus kitasatonis",rod-shaped
166161,220-4,"NCIMB 15163, CCM 8902, KCTC 21136",1,"Levilactobacillus lindianensis",rod-shaped
166155,112-3,"NCIMB 15174, CCM 8909, KCTC 21123, LMG 31049",1,"Levilactobacillus mulengensis",rod-shaped
141152,313,"NBRC 112868, BCRC 81020",1,"Companilactobacillus musae",rod-shaped
134061,11102,"LMG 27192, NCIMB 14833, JCM 30919",1,"Paucilactobacillus nenjiangensis",rod-shaped
158390,Bb203,"DSM 102188, ACCC 19955",1,"Lactobacillus panisapium",rod-shaped
159797,5,"ATCC 4963, LMG 11478, NCFB 1375, KCTC 3172, NCIMB 8931, VPI 0334, JCM 5343",1,"Lactobacillus paragasseri",rod-shaped
6489,1517,"DSM 23907, CRBIP 24.76, KCTC 21048, JCM 18989",1,"Lactobacillus pasteurii",rod-shaped
159748,,"KCTC 21090, NBRC 112917, SG 816",1,"Lactobacillus porci",rod-shaped
24141,MYMRS/TLU1,"DSM 24759, CCM 7945, KCTC 21049",1,"Lactobacillus rodentium",rod-shaped
166328,R7,"BCRC 81127, NBRC 113530",1,"Companilactobacillus suantsaicola",rod-shaped
166329,R19,"BCRC 81129, NBRC 113532",1,"Levilactobacillus suantsaiihabitans",rod-shaped
6690,"FI RDI 006","DSM 21401, BCRC 17755, CIP 110030, JCM 18086",1,"Lactobacillus taiwanensis",rod-shaped
166159,137-3,"NCIMB 15170, CCM 8907, KCTC 21125, LMG 31053",1,"Levilactobacillus tangyuanensis",rod-shaped
159887,NIBRBAC000499792,"KCTC 21093, JCM 32269",1,"Companilactobacillus metriopterae",rod-shaped
166157,218-10,"NCIMB 15167, CCM 8905, KCTC 21135, LMG 31055",1,"Levilactobacillus tongjiangensis",rod-shaped
6619,Kx146C1,"DSM 16047, CCUG 48460, CIP 109908, JCM 16177, LMG 22117",1,"Lactobacillus ultunensis",rod-shaped
166149,HBUAS52074,"GDMCC 1.1417, KCTC 21106",1,"Companilactobacillus zhachilii",rod-shaped
166162,187-3,"NCIMB 15172, CCM 8910",1,"Loigolactobacillus zhaoyuanensis",rod-shaped
159832,SYF10-1a,"KACC 18726, NBRC 112011",1,"Lactobacilus nuruki",rod-shaped
166279,1JSPR-7,"KACC 19319, NBRC 113068",1,"Lactococcus allomyrinae",coccus-shaped
14709,,"CIP 109874, DSM 22330, CCUG 55099, KCTC 13185, CAU 28, JCM 17100",1,"Lactococcus chungangensis",ovoid-shaped
134042,516,"NBRC 109475, BCRC 80576, JCM 31966, LMG 29105",1,"Lactococcus formosensis",ovoid-shaped
132638,BSN307,"DSM 100577, KCTC 21083, MCC 2824",1,"Lactococcus formosensis subsp. bovis",coccus-shaped
,,,,,ovoid-shaped
158748,159469,"LMG 30040, DSM 104842",1,"Lactococcus petauri",coccus-shaped
166304,2DFWM-2,"KACC 19320, NBRC 113069",1,"Lactococcus protaetiae",pleomorphic-shaped
158388,Rs-Y01,"DSM 105715, JCM 32106",1,"Lactococcus reticulitermitis",coccus-shaped
133905,0905C15,"NBRC 109049, BCRC 80460, JCM 32014",1,"Lactococcus taiwanensis",coccus-shaped
158433,NtB2,"DSM 107259, JCM 32569",1,"Lactococcus termiticola",coccus-shaped
132456,CT6,"DSM 100029, KCTC 42939, MCC 2711",1,"Lampropedia cohaerens",coccus-shaped
6636,C-5-1,"DSM 17758, AS 1.5017, LMG 22739, JCM 14153, CGMCC 1.5017, CIP 108991, KACC 12410, NBRC 106101",1,"Lapidilactobacillus concavus",rod-shaped
6302,R-AC-013,"DSM 18607, KCTC 19200, JCM 15623, NBRC 106263, NCIMB 14544",1,"Lapillicoccus jejuensis",coccus-shaped
133613,M2T2B15,"KACC 14040, NBRC 106324",1,"Larkinella bovis",rod-shaped
134165,,"NCIMB 14103, CCUG 55608, LMG 22510",1,"Larkinella insperata",rod-shaped
158687,15J6-3T6,"KCTC 42998, JCM 31989",1,"Larkinella knui",rod-shaped
166350,"KCTC 62876, ZZJ9","CCTCC AB 2018215",1,"Larkinella punicea",rod-shaped
140767,15J11-11,"KCTC 42996, JCM 31657",1,"Larkinella ripae",rod-shaped
141153,MIMbqt9,"MCCC 1K01309, KCTC 42800",1,"Larkinella soli",rod-shaped
132991,ST307,"DSM 22428, CGMCC 1.8902",1,"Larsenimonas suaedae",rod-shaped
6588,B5M10,"DSM 14340, JCM 11249, CCUG 47133, CCM 7144, CIP 107633, KCTC 3797, LMG 21669, NCIMB 14046, CIP 07633",1,"Latilactobacillus fuchuensis",curved-shaped
,,,,,rod-shaped
132579,"CCF-01, X1036","DSM 45743, CCUG 66657, CC 2884",1,"Lawsonella clevelandensis",pleomorphic-shaped
157758,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1,"Lawsonibacter asaccharolyticus",rod-shaped
3812,4M15,"DSM 17132, KACC 11308, JCM 16389, NBRC 106382",1,"Leadbetterella byssophila",rod-shaped
10422,,"DSM 16356, JCM 12420, PD Pd55, PD 55",1,"Lebetimonas acidiphila",rod-shaped
158285,NEAU-A2,"DSM 104541, CGMCC 4.7405",1,"Lentzea rhizosphaerae",rod-shaped
1212,MB800,"DSM 15595, LMG 17892",1,"Lederbergia galactosidilytica",rod-shaped
1236,"MB 1669, R-6760","DSM 17057, CIP 109042, LMG 22866",1,"Lederbergia ruris",rod-shaped
10520,HW7,"DSM 17879, KCTC 12585",1,"Leeia oryzae",rod-shaped
134192,,"CECT 7118, CCUG 51940, MED 217",1,"Leeuwenhoekiella blandensis",rod-shaped
140891,G18,"CCTCC AB 2015204, KCTC 42729",1,"Leeuwenhoekiella nanhaiensis",rod-shaped
5603,,"DSM 19859, KCTC 22020, KMM 6264, LMG 24856",1,"Leeuwenhoekiella palythoae",rod-shaped
6772,K9951,"DSM 22853, CIP 108685, KCTC 12084, CCUG 66538, ATCC BAA 518",1,"Legionella busanensis",rod-shaped
6787,H63,"DSM 25049, ATCC BAA 2315, JCM 17854",1,"Legionella cardiaca",rod-shaped
133640,,"ATCC 50991, LLAP 12",1,"Legionella drancourtii",rod-shaped
6773,W03-356,"CCUG 59858, DSM 19488, NCTC 13409",1,"Legionella dresdenensis",rod-shaped
6788,LegA,"DSM 24804, CSUR P146",1,"Legionella massiliensis",rod-shaped
133651,CDC-1796-JAP-E,"ATCC BAA 1557, JCM 15315",1,"Legionella nagasakiensis",rod-shaped
6776,"R7, SG7 München","DSM 24999",0,"Legionella pneumophila subsp. pneumophila",ovoid-shaped
166519,km488,"KCTC 15636, CCTCC AB 2018025, NRBC 113223",1,"Legionella qingyii",rod-shaped
133759,IMVS-3376,"IMVS 3113, ATCC BAA 2169",1,"Legionella steelei",rod-shaped
6789,LegM,"DSM 24805, CSUR P145",1,"Legionella tunisiensis",rod-shaped
133477,SPC-20,"NCCB 100227, LMG 24541, JCM 17020",1,"Leifsonia antarctica",rod-shaped
7343,,"DSM 19322, KCTC 19268, MSL 27, JCM 16949, CIP 109937",1,"Leifsonia bigeumensis",ovoid-shaped
133476,KFC-22,"NCCB 100216, LMG 24362, JCM 17021",1,"Leifsonia kafniensis",rod-shaped
7346,TG-S248,"DSM 23871, JCM 15679, LMG 24767",1,"Leifsonia soli",rod-shaped
13670,R-26159,"DSM 24565, CCUG 55860, LMG 24366",1,"Leisingera aquimarina",ovoid-shaped
13734,,"DSM 24564, CCUG 55859, LMG 24369",1,"Leisingera caerulea",rod-shaped
13732,TF-218,"DSM 23529, JCM 13606, KCTC 12794, CECT 7309, CIP 109576, LMG 24139",1,"Leisingera daeponensis",ovoid-shaped
158809,PFL01,"KCCM 43247, JCM 31901",1,"Lelliottia jeotgali",rod-shaped
1364,8-1,"DSM 18342, CGMCC 1.3702, CIP 109588, JCM 12770",1,"Lentibacillus halodurans",rod-shaped
1362,PS11-2,"DSM 19123, CIP 109343, JCM 12149, PCU 240, TISTR 1549, NCIMB 14363",1,"Lentibacillus halophilus",rod-shaped
1367,Grbi,"DSM 23924, JCM 15795, KCTC 13300",1,"Lentibacillus jeotgali",rod-shaped
134103,IS40-3,"JCM 12147, PCU 229, TISTR 1535, DSM 16577, CGMCC 1.6153, CIP 108664",1,"Lentibacillus juripiscarius",rod-shaped
1363,PN7-6,"DSM 19124, JCM 12580, PCU 259, TISTR 1551, CIP 109544",1,"Lentibacillus kapialis",rod-shaped
1361,BH260,"DSM 16462, KCTC 3915",1,"Lentibacillus lacisalsi",rod-shaped
164308,SSKP1-9,"JCM 32625, TISTR 2597",1,"Lentibacillus lipolyticus",rod-shaped
166345,G56,,1,"Lentibacillus panjinensis",rod-shaped
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,"Lentibacillus persicus",rod-shaped
133029,WD4L-1,"DSM 101738, CGMCC 1.15454",1,"Lentibacillus populi",rod-shaped
1360,"BH139, 4.101","DSM 16459, KCTC 3911, CIP 108797",1,"Lentibacillus salarius",rod-shaped
1359,SF-20,"DSM 16425, CIP 107807, JCM 11462, KCCM 41560, ATCC BAA 719, CGMCC 1.3447, CGMCC 1.6154",1,"Lentibacillus salicampi",rod-shaped
1365,AHS-1,"DSM 21356, CCUG 54822, KCTC 13162",1,"Lentibacillus salinarum",rod-shaped
1366,"BH113, 14.101","DSM 16817, KCTC 3936",1,"Lentibacillus salis",rod-shaped
140768,0W14,"KCTC 33835, MCCC 1H00171",1,"Lentibacillus sediminis",rod-shaped
133683,ZXM100,"LMG 24861, CGMCC 1.10234",1,"Lentibacter algarum",ovoid-shaped
6643,,"DSM 18382, JCM 14108, NRIC 0676",1,"Lentilactobacillus farraginis",rod-shaped
6644,,"DSM 18390, JCM 14109, NRIC 0677",1,"Lentilactobacillus parafarraginis",rod-shaped
6702,,"DSM 24302, JCM 17472, YIT 12364",1,"Lentilactobacillus senioris",rod-shaped
140821,TBC1,"JCM 30898, DSM 100618",1,"Lentimicrobium saccharophilum",rod-shaped
133917,,"KCTC 23780, NBRC 108776, IMCC 11369",1,"Lentisphaera marina",coccus-shaped
140311,,"DSM 103464, CGMCC 4.7367, KCTC 39804, NBRC 112394, SYSU K10001",1,"Lentzea cavernae",rod-shaped
