"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Ability of spore formation"
133753,"KEMC5401-184, NB88","JCM 17370, KEMC 5401-184",1,"Paracoccus limosus",0
158752,GHD-05,"KCTC 52978, NBRC 112902",1,"Paracoccus litorisediminis",0
166193,I-41R45,"CCM 8875, CIP 111632",1,"Paracoccus nototheniae",0
13728,,"DSM 18447, CCTCC AB 206074, KCTC 22163, YIM 90738",1,"Paracoccus saliphilus",0
166454,DSL-16,"KCTC 62644, MCCC 1K03534",1,"Paracoccus sediminilitoris",0
133615,Zy-3,"ACCC 05413, HAMBI 3106",1,"Paracoccus sphaerophysae",0
133854,Tibet-S9a3,"CGMCC 1.8925, NBRC 105667",1,"Paracoccus tibetensis",0
11772,UKTL,"DSM 19510, JCM 15765",1,"Paradesulfitobacterium aromaticivorans",1
140552,T16E-198,"KACC 18786, JCM 31601",1,"Parafilimonas rhizosphaerae",0
7328,,"DSM 19442, JCM 19547, KCTC 19311, MSL 08",1,"Parafrigoribacterium mesophilum",0
1440,S1812,"DSM 12041, ATCC 700356, NBRC 107762",1,"Parageobacillus caldoxylosilyticus",1
1438,"M1, R-35644","DSM 9572, LMG 23032",1,"Parageobacillus thermantarcticus",1
1430,"KP 1006, R-35637","DSM 2542, ATCC 43742, NCIB 11955, CCUG 28887, NRRL B-14233, CIP 106930, NRRL B-14516",1,"Parageobacillus thermoglucosidasius",1
1449,"R-35642, SK-1","DSM 14590, KCTC 0306BP, LMG 23037",1,"Parageobacillus toebii",1
140314,S66,"DSM 102834, LMG 29457, NCIMB 15060",1,"Paraglaciecola hydrolytica",0
1385,YIM-C158,"DSM 17857, CGMCC 1.6333",1,"Paraliobacillus quinghaiensis",1
140458,126C4,"KCTC 33762, MCCC 1H00136",1,"Paraliobacillus sediminis",1
158503,X-1125,"DSM 107811, CGMCC 1.16464",1,"Paraliobacillus zengyii",1
141039,Bps-1,"JCM 31808, NCIMB 15080",1,"Paralkalibacillus indicireducens",1
22956,H25-14,"DSM 25477, NBRC 108565",1,"Paraoerskovia sediminicola",0
14136,4M40,"DSM 22900, JCM 15978, KACC 10972",1,"Parapedobacter composti",0
158755,WY-1,"NBRC 112611, CGMCC 1.15342",1,"Parapedobacter defluvii",0
140559,N5SSJ16,"KCTC 54216",1,"Parapedobacter deserti",0
134221,,"KCTC 12643, LMG 23493, Jip 14",1,"Parapedobacter koreensis",0
14137,4M29,"DSM 22899, JCM 15977, KACC 10955",1,"Parapedobacter luteus",0
132159,P-4,"DSM 102942, CGMCC 1.12195, NBRC 109113",1,"Parapedobacter pyrenivorans",0
12569,,"DSM 19731, JCM 14859, YIT 11840",1,"Paraprevotella clara",0
12570,,"DSM 19681, JCM 14860, YIT 11841, KCTC 15152",1,"Paraprevotella xylaniphila",0
140603,NAQVI-59,"DSM 103442, LMG 29675, NAQVI 59",1,"Pararhizobium antarcticum",0
14013,JA143,"DSM 19785, NBRC 104433",1,"Pararhodospirillum sulfurexigens",0
133503,RHYL-37,"CCTCC AB 208240, KCTC 22561",1,"Parasegetibacter luojiensis",0
166468,C51,"MCCC 1K03463, KCTC 62318",1,"Parashewanella curva",0
14299,,"DSM 26725, JCM 15549, NCIMB 14486, JAMH 0132",1,"Parasphingopyxis lamellibrachiae",0
17830,,"CCUG 58418, JCM 15078, DSM 21040, KCTC 15162, YIT 11859, CIP 110024",1,"Parasutterella excrementihominis",0
133637,,"DSM 22575, JCM 16078, YIT 12071, KCTC 15703",1,"Parasutterella secunda",0
164709,KGMB04489,"JCM 34009, CCUG 72345, KCTC 15699",1,"Paratractidigestivibacter faecalis",0
158397,"2CBE6H3, 2CBEGH3","DSM 105194, JCM 31932",1,"Parolsenella catena",0
166313,HXT-9,"CCTCC AB 2019273, KCTC 72547",1,"Parvibaculum sedimenti",0
158709,,"BCRC 81053, LMG 30055, KCTC 52814, KMB 9",1,"Parvibium lacunae",0
132374,D16/0/H6,"DSM 25205, LMG 26950",1,"Parviterribacter kavangonensis",0
132998,NH6-79,"DSM 105303, CGMCC 1.14984, JCM 30557, MCCC 1K00277",1,"Aquisalinus luteolus",0
133452,CC-MMS-1,"BCRC 17814, KCTC 22245",1,"Parvularcula lutaonensis",0
17629,CP177-2,"DSM 16676, ATCC BAA 1038, JCM 16550, KCTC 19770",1,"Patulibacter americanus",0
133237,SD,"CICC 24108, KCTC 39817, JCM 32755",1,"Patulibacter brassicae",0
17631,P4-5,"DSM 25990, CECT 7603, KCTC 19427, JCM 31707",1,"Patulibacter ginsengiterrae",0
23348,I11,"DSM 25962, CECT 8141, JCM 31708",1,"Patulibacter medicamentivorans",0
17628,KV-614,"DSM 18081, CIP 109166, JCM 12834, NBRC 100761, NRRL B-24346, KCTC 19436, NCIMB 14347",1,"Patulibacter minatonensis",0
140540,CHU3,"KCTC 42519, CICC 24092, DSM 109232",1,"Paucibacter oligotrophus",0
4149,SRL6146,"DSM 16080, ATCC BAA 904",1,"Paucidesulfovibrio gracilis",0
24132,LOOC260,"DSM 26202, CIP 110792, JCM 18461, KCTC 21044",1,"Paucilactobacillus hokkaidonensis",0
132356,WDC04,"DSM 29958, LMG 28678",1,"Paucilactobacillus wasatchensis",0
1515,B22,"DSM 18846, CIP 108857, LMG 23148",1,"Paucisalibacillus globulus",1
17147,TY,"DSM 24661, JCM 17499",1,"Pectinatus brassicae",0
17146,,"DSM 16980, VTT E-88329",1,"Pectinatus haikarae",0
133950,VTTE-113163,"ATCC BAA 2501, FSRU B0405",1,"Pectinatus sottacetonis",0
23936,Ec106,"DSM 27693, ICMP 1522, LMG 2417, NCPPB 929, SCRI 109",1,"Pectobacterium aroidearum",0
6399,,"DSM 23026, CCUG 54535, CRL 776, LMG 23999, JCM 30771, NBRC 107827",1,"Pediococcus argentinicus",0
6396,Z-8,"DSM 17757, AS 1.3787, LMG 22956, JCM 14152, CGMCC 1.3787, KCTC 13055, NBRC 106103",1,"Pediococcus cellicola",0
6395,"P06, PO6","DSM 14800, ATCC BAA 344, JCM 18046, KCTC 3811, BCRC 17600, CECT 7027, LMG 21948, VTT E-032355",1,"Pediococcus claussenii",0
6397,FAIR-E-180,"DSM 18001, CCUG 51290, LMG 23082, CIP 109142, JCM 30772, BCRC 17601, FAIR-E 180, NCIMB 14315",1,"Pediococcus stilesii",0
14113,PB92,"DSM 19486, KCTC 12511, JCM 15120",1,"Pedobacter agri",0
158635,YHM-9,"JCM 32093, CCTCC AB 2017125",1,"Pedobacter agrisoli",0
14110,NWER-II11,"DSM 19624, LMG 24258",1,"Pedobacter alluvionis",0
134188,AR107,"CCM 7347, CECT 7114, JCM 13454, CCUG 53834, NCIMB 14493",1,"Pedobacter aquatilis",0
14112,G-1,"DSM 19626, LMG 24259",1,"Pedobacter borealis",0
133662,BR-9,"KCTC 23344, CCUG 60024",1,"Pedobacter boryungensis",0
14099,,"DSM 16990, CIP 109035, LMG 22862",1,"Pedobacter caeni",0
159768,CM134L-2,"CGMCC 1.16520, KCTC 62643",1,"Pedobacter chitinilyticus",0
133436,"TR6-06T, TR6-06","KCTC 12638, LMG 23490",1,"Daejeonella composti",0
133430,,"KCTC 12637, LMG 23489, Dae 13",1,"Pedobacter daechungensis",0
14106,WB2.1-25,"DSM 19034",1,"Pedobacter duraquae",0
134016,THG-45,"KACC 14530, JCM 16721",1,"Pedobacter ginsenosidimutans",0
14115,1-2,"DSM 23534, CCTCC AB 206110, KCTC 22348",1,"Pedobacter glucosidilyticus",0
14105,WB3.3-3,"DSM 19033, CIP 109468",1,"Pedobacter hartonius",0
134134,,"JCM 12171, MTCC 6384, HHS 22, CIP 108787",1,"Pedobacter himalayensis",0
14104,"DS-139, DS-39","DSM 18684, KCTC 12820, CIP 109748",1,"Pedobacter insulae",0
133113,,"LMG 29684, CCM 8689",1,"Pedobacter jamesrossensis",0
134279,WPCB189,"KCTC 125365, NBRC 101153",1,"Pedobacter koreensis",0
141159,K-4-11-1,"KEMB 9005-574, KACC 19174, JCM 31916",1,"Pedobacter kyonggii",0
134270,DS-40,"KCTC 12875, JCM 14593",1,"Pedobacter lentus",0
14107,WB2.3-71,"DSM 19035",1,"Pedobacter metabolipauper",0
166245,RS10,"KCTC 62786, GDMCC 1.1415",1,"Pedobacter miscanthi",0
14111,NWG-II14,"DSM 19625, CIP 110034, LMG 24260",1,"Pedobacter nyackensis",0
134222,,"KCTC 12594, LMG 23400, Gsoil 042",1,"Pedobacter panaciterrae",0
140674,P4487A,"CCM 8644, LMG 29436",1,"Pedobacter psychrophilus",0
166368,HX-22-1,"KCTC 72655, CCTCC AB 2019348",1,"Pedobacter puniceum",0
158603,C62-2,"CGMCC 1.15343, NBRC 111767",1,"Pedobacter quisquiliarum",0
134171,CL-GP80,"KCCM 42272, JCM 13399, LMG 31320, NCIMB 14494",1,"Pedobacter roseus",0
134185,DS-27,"KCTC 12559, CIP 108922",1,"Pedobacter sandarakinus",0
14109,WB2.3-45,"DSM 19110",1,"Pedobacter steynii",0
14101,15-52,"DSM 18130, CIP 109582, KACC 11317",1,"Pedobacter suwonensis",0
14100,DS-57,"DSM 17933, KCTC 12762, CCM 9056",1,"Pedobacter terrae",0
134271,"DS-45T, DS-45","KCTC 12876, JCM 14594",1,"Pedobacter terricola",0
133249,XNV015,"KCTC 42866, CCTCC AB 2015319",1,"Pedobacter vanadiisoli",0
14108,WB3.3-22,"DSM 19036",1,"Pedobacter westerhofensis",0
159787,YL28-9,"CGMCC 1.16050, KCTC 62104",1,"Pedobacter yulinensis",0
6303,5516T-20,"DSM 18548, KACC 20658, JCM 16378, NBRC 106307",1,"Pedococcus aerophilus",0
23071,Sco-B23,"DSM 23987, KACC 15111, KCTC 19807, NBRC 107918",1,"Pedococcus badiiscoriae",0
6306,MSL-03,"DSM 19264, KCTC 19266, JCM 16023, MSL 03",1,"Pedococcus bigeumensis",0
6305,DS-8,"DSM 22329, CCUG 54521, KCTC 19248, JCM 19120",1,"Pedococcus dokdonensis",0
6304,BXN5-13,"DSM 21006, KCTC 19419, LMG 24462, JCM 18961",1,"Pedococcus ginsenosidimutans",0
140722,B2,"MCCC 1K03218, CGMCC 1.15896, KCTC 52551",1,"Pelagibacterium lentulum",0
166206,,"KACC 19595, NBRC 113420, IMCC 34151",1,"Pelagibacterium sediminicola",0
134247,YM14-201,"MBIC 08272, IAM 15421, KCTC 13124, JCM 23202, NBRC 104203",1,"Pelagicoccus albus",0
,,,,,1
134248,"H-MN57T, H-MN57","MBIC 08273, IAM 15423, KCTC 13125, JCM 23204, NBRC 103622",1,"Pelagicoccus litoralis",0
,,,,,1
134246,"02PA-Ca-133, O2PA-Ca-133","MBIC 08004, IAM 15422, KCTC 13126, JCM 23203",1,"Pelagicoccus mobilis",0
,,,,,1
13847,CL-ES2,"DSM 18290, KCCM 42274",1,"Pelagicola litoralis",0
158524,S5,"KCTC 33632, CGMCC 1.15177",1,"Pelagirhabdus alkalitolerans",0
1404,Z-7984,"DSM 13869, UNIQEM 216",1,"Pelagirhabdus fermentum",0
166109,YLY04,"MCCC 1H00334, KCTC 62452",1,"Pelagivirga dicentrarchi",0
166113,SM250,"KCTC 62861, VKM B-3274",1,"Pelomicrobium methylotrophicum",0
134273,,"CCUG 52575, KCTC 42961, CECT 7233",1,"Pelomonas aquatica",0
134272,,"CECT 7234, CCUG 52769",1,"Pelomonas puraquae",0
133737,SHI-1,"NRRL Y-59407, LMG 25549",1,"Pelosinus defluvii",1
11836,MGP,"DSM 15578, JCM 11929",1,"Pelotomaculum propionicicum",1
11835,HH,"DSM 15200, ATCC BAA 615",1,"Pelotomaculum schinkii",1
5415,al-2,"DSM 3953, ATCC 49065",1,"Peptoclostridium acidaminophilum",0
2741,W6,"DSM 5388, ATCC 49638",1,"Peptoclostridium litorale",1
133028,M108,"DSM 100347, VKM B-2932",1,"Peptococcus simiae",0
132525,M6.X2D,"DSM 29874, CCUG 66798",1,"Peptoniphilus catoniae",0
155008,,"CCUG 56065, ATCC BAA 1640, KCTC 15408, WAL 18896",1,"Peptoniphilus duerdenii",0
18001,"SBH 093","DSM 10022, ATCC BAA 602, CIP 105325, CCUG 38492, NCTC 13078, KCTC 15407",1,"Peptoniphilus ivorii",0
18005,,"DSM 22461, KCTC 15197, NRRL B-23883",1,"Peptoniphilus methioninivorax",0
18003,,"DSM 21460, ATCC BAA 1384, CCUG 53342, WAL 12922, JCM 15635, KCTC 5948",1,"Peptoniphilus olsenii",0
23453,JC140,"DSM 25694, CSUR P154, KCTC 15414",1,"Peptoniphilus tyrrelliae",0
130836,SF-S1,"DSM 27563, KCTC 15513, NBRC 109839, CCUG 64570",1,"Peptoniphilus stercorisuis",0
24765,JC401,"DSM 25367, CSUR P165, KCTC 15412",1,"Peptoniphilus timonensis",0
11847,W2278,"DSM 17678, CCUG 51858, JCM 15636",1,"Peptostreptococcus stomatis",0
,,,,,1
134235,Shu-F-UV2-2,"MBIC 06993, IAM 15413, KCTC 12867, JCM 23194, NBRC 104244",1,"Perexilibacter aurantiacus",0
158416,L28,"DSM 104296, MCCC 1K03287",1,"Peribacillus acanthi",1
158068,T3-209,"DSM 29135, KCTC 33631, MCCC 1K00503",1,"Peribacillus alkalitolerans",1
1271,K9,"DSM 18926, LMG 23974",1,"Peribacillus butanolivorans",1
140140,L5,"DSM 105484, CCTCC AB 2015055, KCTC 33637",1,"Peribacillus cavernae",1
140045,ZLD-8,"DSM 105482, CCTCC AB 207173, KCTC 13246",1,"Peribacillus deserti",1
1279,BT080,"DSM 17871, KCTC 13934, BCRC 80031",1,"Peribacillus kribbensis",1
132573,FJAT-27997,"DSM 101776, CCTCC AB 2015285",1,"Peribacillus loiseleuriae",1
6860,2L24P13,"DSM 22752, JCM 18047, LMG 25373",1,"Periweissella beninensis",0
6859,"257, KDB-2008","DSM 21416, LMG 24289",1,"Periweissella fabaria",0
6858,215,"DSM 19935, LMG 24286",1,"Periweissella ghanensis",0
515,Ex-H1T,"DSM 14350, OCM 794",1,"Persephonella marina",0
17212,YM20-087,"DSM 22463, KCTC 22039, MBIC 08313",1,"Persicirhabdus sediminis",0
134231,Shu-9-SY12-35C,"MBIC 07417, IAM 15412, KCTC 12866, JCM 23195, CIP 109672, NBRC 103568",1,"Persicitalea jodogahamensis",0
133569,Asr22-19,"NBRC 101262, CIP 109100",1,"Persicobacter psychrovividus",0
12503,BN3,"DSM 16547, JCM 12565, CIP 108780",1,"Petrimonas sulfuriphila",0
158360,SK-Y3,"DSM 103557, ACCC 19952",1,"Petroclostridium xylanilyticum",1
141042,ANA,"NBRC 112621, DSM 105015",1,"Petrothermobacter organivorans",0
17051,MET-B,"DSM 16923, CCUG 50214",1,"Petrotoga halophila",0
17048,,"DSM 14811, CIP 107371, MET met12, MET 12",1,"Petrotoga mexicana",0
13731,T5,"DSM 16374, CIP 109289, LMG 22475",1,"Phaeobacter inhibens",0
133692,PG2S01,"CCTCC AB 209288, LMG 25704, MCCC 1F01079, JCM 33360",1,"Phaeocystidibacter luteus",0
14026,JA480,"DSM 23193, KCTC 5825, NBRC 106163",1,"Phaeovibrio sulfidiphilus",0
,,,,,1
158510,MB11,"DSM 107697, JCM 32899",1,"Phascolarctobacterium wakonense",0
17791,"SBKo 001","DSM 21295, NCCB 100230",1,"Phaselicystis flava",1
140629,W2-3-4,"LMG 28593, KACC 18306",1,"Phenylobacterium aquaticum",0
2348,4T-6,"DSM 19425, KACC 12597",1,"Phenylobacterium composti",0
158580,HKS-05,"KACC 18628, LMG 30081",1,"Phenylobacterium hankyongense",0
2339,E,"DSM 1986, ATCC 35973, NCIB 12055",1,"Phenylobacterium immobile",0
2343,Slu-01,"DSM 17809, IAM 15119, JCM 21577, KCTC 12206, NBRC 102285",1,"Phenylobacterium koreense",0
2342,FaiI3,"DSM 14363, ATCC BAA 294",1,"Phenylobacterium lituiforme",0
18135,7401987,"DSM 21584, CCUG 55929, CSUR P22, JCM 16570",1,"Phocaeicola abscessus",0
1608,M16,"DSM 17136, JCM 12979, CCUG 54635",1,"Phocaeicola coprocola",0
1622,,"CCUG 55424, CB 42, DSM 18228, JCM 13818",1,"Phocaeicola coprophilus",0
1612,175,"DSM 17855, JCM 13471, CCUG 53892",1,"Phocaeicola dorei",0
1611,B84634,"DSM 17679, CCUG 48901, CIP 107942, JCM 13223",1,"Phocaeicola massiliensis",0
1625,WK042,"DSM 21004, JCM 15092",1,"Phocaeicola paurosaccharolyticus",0
1607,M12,"CCUG 54634, DSM 17135, JCM 12973",1,"Phocaeicola plebeius",0
17648,"EPRHB-8, HB-8","DSM 24425, JCM 17384",1,"Phorcysia thermohydrogeniphila",0
23340,Gung47,"DSM 26887, CCUG 58399, KCTC 22804",1,"Photobacterium gaetbulicola",0
17233,FR1311,"DSM 22954, IMSNU 60287, JCM 12487, KCTC 12328, CIP 109254, DSM 22358, NCIMB 14495",1,"Photobacterium ganghwense",0
17226,"MACL 01","DSM 18316, CECT 5860, LMG 22194",1,"Photobacterium halotolerans",0
130749,R-2567,"DSM 100339, CAIM 1817, LMG 25436, UFRJ R-789",1,"Photobacterium jeanii",0
140479,"43082, 13-12","KCTC 42764, CGMCC 1.14970",1,"Photobacterium proteolyticum",0
5048,3107,"DSM 19724, NCAIM B 02271",1,"Photorhabdus cinerea",0
133380,PB45.5,"LMG 29915, CCM 8729, DSM 104082",1,"Photorhabdus namnaonensis",0
159733,S-12,"KACC 18497, JCM 31612",1,"Phreatobacter cathodiphilus",0
132430,JP6SC6,"DSM 100020, CGMCC 4.7300, JCM 31784",1,"Phycicoccus endophyticus",0
133801,PEPV15,"LMG 26470, CECT 7949",1,"Phyllobacterium endophyticum",0
132519,,"DSM 101529, CGMCC 4.7225, KCTC 39701, EGI 80629, JCM 32495",1,"Phytoactinopolyspora alkaliphila",0
,,,,,1
158583,,"CNCTC 5729, ATCC 27989",1,"Phytobacter ursingii",0
23123,K09-0627,"DSM 45551, JCM 17387, NBRC 107702",1,"Phytohabitans flavus",1
23124,K11-0057,"DSM 45864, BCC 48147, JCM 17830, NBRC 108639",1,"Phytohabitans houttuyneae",1
140635,KK1-3,"BCC 66360, NBRC 110005, DSM 111731",1,"Phytohabitans kaempferiae",1
23125,K11-0047,"DSM 45865, BCC 48146, JCM 17829, NBRC 108638",1,"Phytohabitans rumicis",1
8050,K07-0523,"DSM 45306, BCC 55028, JCM 31213, NBRC 105367, TBRC 2211",1,"Phytohabitans suffuscus",1
166099,R4HLG17,"ACCC 19929, KCTC 52415",1,"Phytohalomonas tamaricis",0
360,K110,"DSM 23373, JCM 14330, KCTC 12838, CCUG 56486",1,"Pigmentiphaga daeguensis",0
357,K24,"CCUG 47266, CIP 108234, DSM 13608, NCIMB 13708",1,"Pigmentiphaga kullae",0
361,,"DSM 19789, CCTCC AA 207034, KCTC 22165, JSM 061001",1,"Pigmentiphaga litoralis",0
134135,TI-1,"ATCC BAA 1030, CCUG 49613, CIP 109089",1,"Pilibacter termitis",0
8023,,"DSM 43039, ATCC 25604, KCC A-0090, JCM 3090, BCRC 13717, CGMCC 4.5563, IFO 15533, IFO 16051, IMET 9269, KCTC 9652, NBRC 15533, NBRC 16051, NCIMB 12892",1,"Pilimelia anulata",0
,,,,,1
158823,E9,"KEMB 9005-534, KACC 19120, NBRC 112686",1,"Pinisolibacter ravus",0
1544,RBU1-1,"DSM 21622, JCM 13188, PCU 270, TISTR 1571, CIP 109653",1,"Piscibacillus salipiscarius",1
23827,C01,"DSM 27630, KCTC 13150, PCU 316, TISTR 1958",1,"Pisciglobus halotolerans",0
159877,MQ-18,"CCTCC AB 2017223, JCM 32138",1,"Piscinibacter caeni",0
133289,LYH-15,"BCRC 80969, LMG 29480, KCTC 52168",1,"Piscinibacterium candidicorallinum",0
133415,K7,"LMG 28835, KCTC 42657, BCRC 80901",1,"Planctobacterium marinum",0
166440,13S1-3,"KCTC 49115, CGMCC 1.16554",1,"Planctomonas deserti",0
134050,"P8, IMER 00624","KACC 16581, NBRC 108858, DSM 111729",1,"Planifilum composti",1
16752,H0165,"DSM 44946, ATCC BAA 969, JCM 12507, BCRC 16827",1,"Planifilum fimeticola",1
16751,500275,"DSM 44945, ATCC BAA 970, JCM 12508, BCRC 16828",1,"Planifilum fulgidum",1
134218,LA5,"CCTCC AA 206002, KCTC 13052",1,"Planifilum yunnanense",1
24527,,"DSM 22400, JCM 18269, RCA 23",1,"Planktomarina temperata",0
141082,X14M-14,"CGMCC 1.12924, KCTC 42675",1,"Planktosalinus lacus",0
158280,,"DSM 104669, JCM 31859, JAM 119",1,"Planktotalea lamellibrachiae",0
16574,Pb-1075,"DSM 43041, ATCC 23867, CBS 115.69, IAM 14288, IFO 13879, IFO 13918, JCM 3092, KCC A-0092, NBRC 13879, NBRC 13918, NCIMB 13269, VKM Ac-700, BCRC 13637, CGMCC 4.1206, IMSNU 20108, KCTC 9176, MTCC 1070",1,"Planobispora longispora",1
16575,Pb-1435,"DSM 43051, ATCC 23866, JCM 3166, KCC A-0166, BCRC 13421, IFO 15558, IMSNU 21363, KCTC 9406, NBRC 15558, NRRL B-8121, VKM Ac-1318",1,"Planobispora rosea",1
24635,"A-T 4600","DSM 46704, BCC 39469, NBRC 107568",1,"Planobispora siamensis",1
11959,,"DSM 14505, MTCC 3854, CMS 26or",1,"Planococcus antarcticus",0
164371,Y74,"JCM 32826, CICC 24461",0,"Planococcus antioxidans",0
11961,PgEx11,"DSM 17517, MTCC 7251",1,"Planococcus columbae",0
11965,JH1,"DSM 22276, KCTC 13050, LMG 23779",1,"Planococcus donghaensis",0
,,,,,1
11974,0423,"DSM 24857, CGMCC 1.6846, JCM 15088",1,"Planococcus glaciei",0
11967,Or1,"DSM 24743, JCM 17719",1,"Planococcus halocryophilus",0
11966,AS/ASP6(II),"DSM 23997, MTCC 8491",1,"Planococcus plakortidis",0
140686,CW1,"CCTCC AB 207187, LMG 24442",1,"Planococcus ruber",0
133091,L10.15,"DSM 101994, KACC 18918",1,"Planococcus versutus",0
11972,K22-03,"DSM 16419, JCM 12481, MTCC 6226",1,"Planococcus stackebrandtii",0
140639,"A-T 11038","BCC 67829, TBRC 4489, NBRC 110609, DSM 111735",1,"Planomonospora corallina",1
16580,A51460,"DSM 44632, ATCC 51587, BCC 72025, JCM 9374, NRRL 18923",1,"Planomonospora sphaerica",1
16577,B-1072,"DSM 43178, ATCC 23865, KCC A-0167, JCM 3167, CECT 3303, IFM 1255, IFO 15590, IMSNU 21352, KCTC 9474, MTCC 1056, NBRC 15590, NRRL B-16603, VKM Ac-699",1,"Planomonospora venezuelensis",1
8037,,"DSM 44991, BCC 51133, CCTCC AA 205013, JCM 16008, NBRC 105377, TBRC 198, YIM 46034",1,"Planosporangium flavigriseum",1
24217,HSS8-18,"DSM 46738, BCC 41917, JCM 17129, NBRC 112720",1,"Planosporangium thailandense",1
16584,"A-T 0875","DSM 45570, BCC 24832, NBRC 104272, JCM 17936",1,"Planotetraspora kaengkrachanensis",1
16581,"NA9211028, SILA 9201","DSM 44359, IFO 15435, JCM 9131, NBRC 15435, ATCC 51423, BCRC 16399, CGMCC 4.5631, IMSNU 22077, VKM Ac-2000",1,"Planotetraspora mira",0
,,,,,1
16585,"A-T 1383","DSM 45571, BCC 26045, NBRC 104273, JCM 17937",1,"Planotetraspora phitsanulokensis",1
16582,"TT 00-51","DSM 44746, NBRC 100141, JCM 12867, BCRC 16800, CGMCC 4.5632",1,"Planotetraspora silvatica",1
16583,,"DSM 45400, BCC 21825, NBRC 104271, JCM 16140",1,"Planotetraspora thailandica",1
8047,,"DSM 45387, CCTCC AA 209047, JCM 31039, NBRC 110450, YIM 68255",1,"Plantactinospora endophytica",1
8045,,"DSM 45238, BCC 55027, CCTCC AA 208022, JCM 16905, NBRC 109088, TBRC 2210, YIM 61359",1,"Plantactinospora mayteni",1
8046,CM2-8,"DSM 45559, BCC 34762, JCM 15677, NBRC 109072",1,"Plantactinospora siamensis",1
132564,NEAU-gxj3,"DSM 46832, CGMCC 4.7221",1,"Plantactinospora soyae",1
24763,,"DSM 25350, CIP 110343, MOLA 115",1,"Pleionea mediterranea",0
7227,Y9,"DSM 23070, KCTC 12246, NBRC 100803",1,"Pleomorphomonas koreensis",0
7226,F-7,"DSM 16300, IAM 15079, JCM 21540, ATCC BAA 940, NBRC 102288",1,"Pleomorphomonas oryzae",0
5627,DSW-5,"DSM 17204, CIP 109304",1,"Polaribacter dokdonensis",0
133261,RA4-7,"KCTC 52418, NBRC 112383",1,"Polaribacter haliotis",0
141043,OITF-22,"KCTC 52658, NBRC 112706",1,"Polaribacter insulae",0
140599,OITF-11,"KCTC 52500, NBRC 112457",1,"Polaribacter litorisediminis",0
133198,RZW3-2,"JCM 30825, KCTC 42664, MCCC 1K00696",1,"Polaribacter marinaquae",0
133317,LPB0003,"KACC 18704, JCM 31217",1,"Polaribacter vadi",0
134167,,"CIP 108776, CCUG 39402",1,"Polaromonas aquatica",0
2983,,"DSM 17735, CIP 109586, NRRL B-41369",1,"Polaromonas hydrogenivorans",0
2984,JS12-13,"DSM 19351, KACC 12508",1,"Polaromonas jejuensis",0
2982,CJ2,"DSM 15660, ATCC BAA 779, CCUG 51246",1,"Polaromonas naphthalenivorans",0
133878,JIR-001,"JCM 18147, CECT 8074, BCC 72032, NBRC 109429",1,"Polycladomyces abyssicola",1
140715,,"BCC 50740, NBRC 109332, KSR 13",1,"Polycladomyces subterraneus",1
133209,In2-9,"JCM 30831, NCIMB 14982",1,"Polygonibacillus indicireducens",1
133374,B555-2,"CGMCC 1.15519, KCTC 52396",1,"Polymorphobacter glacialis",0
8025,TT97-42,"DSM 44947, NBRC 101157, JCM 14904, CGMCC 4.5572",1,"Polymorphospora rubra",1
13856,GRP21,"DSM 21219, KCTC 22497",1,"Pontibaca methylaminivorans",0
1386,BH030062,"DSM 16287",1,"Pontibacillus chungwhensis",1
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056, CIP 110065",1,"Pontibacillus halophilus",1
1389,,"DSM 21186, KCTC 13237, JSM 072002",1,"Pontibacillus litoralis",1
1387,"BH030004, 10.101","DSM 16465, KCTC 3917",1,"Pontibacillus marinus",1
133153,9DM,"KCTC 33742, LMG 29102, CGMCC 1.15353",1,"Pontibacillus salipaludis",1
23884,"AKesu 4, ASK 1","DSM 18820, CCTCC AB 206086, KCTC 12758, AKS 1",1,"Pontibacter akesuensis",0
158763,XAAS-2,"CCTCC AB 2016135, JCM 31443",1,"Pontibacter brevis",0
133147,YKTF-7,"KCTC 52252, NBRC 112298",1,"Pontibacter litorisediminis",0
133609,NII-0905,"NCIM 5339, CCTCC AA 209057",1,"Pontibacter niistensis",0
3829,SRC-1,"DSM 17521, CCTCC AB 207222, CIP 109903, MTCC 7260",1,"Pontibacter roseus",0
133191,KYW1030,"KACC 18739, JCM 31319",1,"Pontibacter rugosus",0
133880,CL-TW6,"KCCM 90105, JCM 18206",1,"Pontimonas salivibrio",0
158576,,"KEMB 9005-328, JCM 31499, Yeonmyeong 2-22",1,"Qipengyuania algicida",0
5396,DSW-74,"DSM 17193, KCTC 12395, DSW 74",1,"Erythrobacter dokdonensis",0
5394,SW-132,"DSM 16220, KCTC 12229",1,"Erythrobacter donghaensis",0
12505,B440,"CCUG 7834, CCUG 14451, JCM 6326, DSM 20707, ATCC 25260, VPI 4198, BCRC 10618, LMG 13178",1,"Porphyromonas asaccharolytica",0
12513,,"DSM 23058, ATCC BAA 1629, CCUG 55979, WAL 1926C, JCM 16335",1,"Porphyromonas bennonis",0
133139,"UQD444, MRK101, UQD 444","DSM 28520, NCTC 13658",1,"Porphyromonas loveana",0
164262,,"JCM 32460, LMG 30312, EAG 3",1,"Pradoshia eiseniae",1
