"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Cell width"
140605,3.5X,"NBRC 110685, KCTC 42351, CPCC 100614, DSM 107085",1,"Oleiagrimonas soli",0.3-0.7
11298,2O1,"DSM 24913, BTCC B-675, NBRC 105760",1,"Oleibacter marinus",0.45
4150,AL1,"DSM 16109, NCIMB 13491",1,"Oleidesulfovibrio alaskensis",0.5-1.2
166170,NAU-10,"KCTC 62417, CCTCC AB 2018015",1,"Oleisolibacter albus",0.8-0.9
23458,8KG-4,"DSM 24202, JCM 17152, CGMCC 1.5160, KCTC 15378",1,"Oligosphaera ethanolica",1
133318,CC-KYC063,"BCRC 80939, JCM 31198",1,"Olivibacter composti",0.5-0.6
14138,DC-186,"DSM 18733, CCUG 54353, LMG 23837, CIP 109620",1,"Olivibacter domesticus",0.55
134299,,"KCTC 12646, LMG 23491, Gsoil 060",1,"Olivibacter ginsengisoli",0.8
159786,BS18,"KACC 16612, JCM 18200",1,"Olivibacter ginsenosidimutans",0.4-1.0
133862,14-2A,"KCTC 23098, CCTCC AB 2010105",1,"Olivibacter jilunii",0.55
134298,M1-03,"KCTC 12645, LMG 23492, Gsoil 034",1,"Olivibacter soli",0.7
134297,,"KCTC 12644, LMG 23494, Jip 13",1,"Olivibacter terrae",0.7
140563,"3Alg 18","KCTC 22024, KMM 6133, DSM 109192",1,"Olleya algicola",0.2-0.5
5727,L-4,"DSM 24464, CCUG 58074, KCTC 22661",1,"Olleya aquimaris",0.55
5726,,"DSM 25196, ACAM 1065, CIP 108537, CAM 030",1,"Olleya marilimosa",0.4
24049,WT-MY15,"DSM 28881, CCUG 61507, KCTC 23673",1,"Olleya namhaensis",0.35
17917,,"DSM 22228, CCUG 57622, CN 3",1,"Orbus hercynius",0.8
24796,C7,"DSM 27928, JCM 18050, KACC 16544",1,"Orbus sasakiae",0.75
506,P3M-1,"DSM 23815, VKM B-2669",1,"Ornatilinea apprima",0.3-0.7
,,,,,0.5
1381,,"DSM 15681, CCM 7096, WSBC 24001",1,"Ornithinibacillus bavariensis",0.4
1382,MB-9,"DSM 16628, CCM 7237",1,"Ornithinibacillus californiensis",0.4
166377,L9,"KCTC 43176, CGMCC 1.17659",1,"Ornithinibacillus caprae",0.2-0.4
1383,,"DSM 22953, CCUG 53201",1,"Ornithinibacillus contaminans",0.8-1.0
166211,LJ137,"CGMCC 1.13678, NBRC 113552",1,"Ornithinibacillus gellani",0.5
23739,G8B,"DSM 27695, IBRC-M 10683, KCTC 13822",1,"Ornithinibacillus halophilus",0.55
158695,LCB256,"CGMCC 1.15809, KCTC 33862",1,"Ornithinibacillus salinisoli",0.5-0.7
6312,HB09001,"DSM 23364, CGMCC 1.10341, JCM 17738",1,"Ornithinibacter aureus",0.69
158266,,"DSM 26802, KCTC 29164, NBRC 109452, CPCC 203535",1,"Ornithinimicrobium flavum",0.6-1
6281,01-Gi-040,"DSM 22056, CCM 7610, JCM 30495",1,"Ornithinimicrobium murale",1.3
6280,LW6,"DSM 21552, CGMCC 1.5362, JCM 14001",1,"Ornithinimicrobium pekingense",0.65
134039,B2,"CGMCC 1.12160, JCM 18464",1,"Ornithinimicrobium tianjinense",0.5
6282,KV-628,"DSM 18082, JCM 12835, NBRC 100762, NRRL B-24347",1,"Oryzihumus leptocrescens",0.65
140788,EPL6,"LMG 28427, CECT 8927, CCUG 62476",1,"Oryzisolibacter propanilivorax",0.6
133342,TPP412,"BCRC 80905, JCM 30814",1,"Oryzomicrobium terrae",0.5-0.6
133851,GH1,"KCTC 15176, NBRC 108824, JCM 18333, DSM 113516",1,"Oscillibacter ruminantium",0.5
17691,"Sjm 18-20","DSM 18026, NBRC 101213",1,"Oscillibacter valericigenes",0.5
157756,SK3863,"DSM 105395, KCCM 43236",1,"Ottowia konkukae",0.5-1.0
159829,KADR8-3,"KACC 19325, NBRC 113109",1,"Ottowia oryzae",0.9
2979,K11,"DSM 14619, JCM 11629",1,"Ottowia thiooxydans",0.8
3250,,"DSM 17368, JCM 12287, NRRL B-23963, UST 20020801, CIP 108786",1,"Owenweeksia hongkongensis",0.3-0.5
,,,,,0.4
140738,KJ21,"KACC 19098, JCM 31805",1,"Pacificibacter aestuarii",0.5-0.7
13772,HDW-9,"DSM 25228, CCUG 58403, KCTC 22805",1,"Pacificibacter marinus",0.75
22906,,"DSM 26613, CCUG 53761, CCUG 53761 A, CCM 7698",1,"Paenalcaligenes hominis",0.5
7592,G2-1,"DSM 15232, CCM 4924, JCM 14115, CIP 108435, IAM 15314",1,"Paenarthrobacter nitroguajacolicus",0.8
133094,KUDC4121,"DSM 24950, KCTC 13870",1,"Paenibacillus aceris",0.2-0.4
140618,L14,"CGMCC 1.15420, JCM 31170",1,"Paenibacillus aceti",0.2-0.3
158574,Q4-3,"CGMCC 1.16134, KCTC 33911, KCTC 43225",1,"Paenibacillus albidus",0.8-1
11584,KSL-134,"DSM 17040, CIP 109150, KCTC 3956",1,"Paenibacillus alkaliterrae",0.45
11575,MH21,"DSM 15890, ATCC BAA 844, CIP 109447, KCTC 13749",1,"Paenibacillus anaericanus",0.75
166335,MAH-34,"KACC 19974, CGMCC 1.16610",1,"Paenibacillus anseongense",0.8-1.2
134087,20CM,"LMG 22078, CECT 5836",1,"Paenibacillus antarcticus",0.7
140474,CBM1,"KCTC 33844, JCM 31620",1,"Paenibacillus apis",0.5-0.6
140521,E3,"KCTC 33574, LMG 28417",1,"Paenibacillus arachidis",0.5-0.7
158293,MME2_R6,"DSM 108811, JCM 30981, KCTC 33985, PAMC 28731",1,"Paenibacillus arcticus",0.6-0.8
11599,,"DSM 18201, CIP 109026, JCM 13186, MTCC 6934, GPTSA 11, BCRC 17546, KCTC 13627",1,"Paenibacillus assamensis",0.55
140714,RC11,"KCTC 33816, LMG 29659, TISTR 2452, JCM 32623",1,"Paenibacillus aurantiacus",0.6-0.9
141156,NF2-4-5,"KACC 18967, LMG 29963, DSM 104138",1,"Paenibacillus azotifigens",0.5-1.2
140850,Back-11,"KCTC 33723, CECT 8890",1,"Paenibacillus baekrokdamisoli",0.9-1.5
11585,BP-23,"DSM 15478, CECT 7022",1,"Paenibacillus barcinonensis",0.75
11612,SAFN-016,"DSM 22255, ATCC BAA 1209, CIP 109354, NBRC 101215",1,"Paenibacillus barengoltzii",0.5-0.8
132451,"BD 3526, BD3526","DSM 28815, CGMCC 8333",1,"Paenibacillus bovis",0.6-1.2
23182,D75,"DSM 24714, CGMCC 1.10784",1,"Paenibacillus catalpae",0.65
140900,BK114-2,"KCTC 33251, TISTR 2282",1,"Paenibacillus cathormii",0.4-0.6
132384,C4-5,"DSM 100100, KCTC 33652",1,"Paenibacillus cavernae",0.9-1.1
24285,,"DSM 28439, CCM 7759, CCUG 55240, JCM 30496",1,"Paenibacillus chartarius",0.9
24282,"CUA 9038","DSM 28440, CCUG 59129, KCTC 13717, CAU 9038",1,"Paenibacillus chungangensis",0.3
11582,B1768,"DSM 16945, CIP 108109, LMG 18439, SSI 068",1,"Paenibacillus cineris",0.8
132589,LC2-13A,"DSM 101873, NRRL B-65368, UICC B-42",1,"Paenibacillus cisolokensis",2.0-2.4
133429,CKOBP-6,"BCRC 17728, LMG 24216",1,"Paenibacillus contaminans",0.9
11581,B1718,"DSM 16944, CIP 108110, LMG 18419, SSI 018",1,"Paenibacillus cookii",0.7
158760,LPB0068,"KACC 18694, JCM 31183",1,"Paenibacillus crassostreae",0.5-0.8
132572,AP-115,"DSM 101601, CCM 8653, LMG 29222, CCM 8655",1,"Paenibacillus cucumis",0.8-1
11607,"LGC-32714SD17, SD17","DSM 22254, CIP 108552, KCTC 10016BP, NBRC 100335",1,"Paenibacillus elgii",0.9
158407,"KUDC 6143, 17A","DSM 106581, KCTC 33853",1,"Paenibacillus elymi",0.5-0.6
134004,PECAE04,"LMG 27297, CECT 8234",1,"Paenibacillus endophyticus",0.8
159854,,"KCTC 33624, BCRC 80802, CFH S0170",1,"Paenibacillus esterisolvens",0.7-1.0
132397,SH7,"DSM 29760, CECT 8558",1,"Paenibacillus etheri",0.6
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226, CPCC 100226T",1,"Paenibacillus eucommiae",0.8-1.0
11588,GMP01,"DSM 17253, CECT 5760, LMG 20987",1,"Paenibacillus favisporus",0.5-0.7
166418,DXL2,"KCTC 33976, CCTCC AB 2018054",1,"Paenibacillus flagellatus",0.4-0.8
11625,ZL,"DSM 21315, BCRC 17579, LMG 23577",1,"Paenibacillus fonticola",0.8-1
11628,"T 98","DSM 17842, CCBAU 10203, CIP 110608",1,"Paenibacillus forsythiae",0.45
11603,,"DSM 18677, CIP 109800, KCTC 13059, Gsoil 139",1,"Paenibacillus ginsengarvi",0.3-0.5
11632,,"DSM 21568, JCM 14928, KCTC 13141, DCY 16",1,"Paenibacillus ginsengihumi",0.65
11648,,"DSM 22343, NCCB 100252, KFC 91",1,"Paenibacillus glacialis",0.5
11635,"B519, 22.101","DSM 16969, KCTC 3951",1,"Paenibacillus harenae",1
133207,AMTAE16,"LMG 29501, CECT 9124",1,"Paenibacillus hispanicus",0.6-1.0
11608,SG,"DSM 22253, JCM 12520, KCTC 3919",1,"Paenibacillus hodogayensis",1.5
11616,PC-147,"DSM 18784, CIP 110609, LMG 23886, NBRC 102415",1,"Paenibacillus humicus",0.5
11647,FeL05,"DSM 22170, ACCC 10718, CGMCC 1.8907, CIP 110610",1,"Paenibacillus hunanensis",0.85
140475,LAH16,"KCTC 33832, JCM 31621",1,"Paenibacillus intestini",0.5-0.6
140318,SK-3146,"DSM 104139, KACC 18876, LMG 29568",1,"Paenibacillus konkukensis",0.5-1
11633,"ABB-ID-KSY9, LBY","DSM 21992, JCM 14798, KCTC 13165, ABB ID-KSY9, CIP 109915",1,"Paenibacillus konsidensis",0.5
11563,"MB 1871, R-7191","DSM 15596, CIP 108827, LMG 21940",1,"Paenibacillus lactis",0.75
140459,Agd-32,"BCRC 80902, KCTC 33691, LMG 28836",1,"Paenibacillus lacus",0.5-1.0
140644,LNUB461,"JCM 30712, CGMCC 1.15101",1,"Paenibacillus liaoningensis",0.5-0.8
158601,CJ6,"KACC 19303, JCM 32079",1,"Paenibacillus limicola",0.5-0.8
166183,R-3,"CGMCC 1.16135, KCTC 33912",1,"Paenibacillus luteus",1.5-2.0
166348,12200R-189,"KACC 19916, CCTCC AB 2020027",1,"Paenibacillus lycopersici",0.7-0.9
132390,R55,"DSM 29850, CGMCC 1.15043",1,"Paenibacillus marchantiophytorum",0.4-0.6
11579,2301065,"KCTC 3991, DSM 16942, CCUG 48215, CIP 107939",1,"Paenibacillus massiliensis subsp. massiliensis",0.5
11615,,"DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411",1,"Paenibacillus massiliensis subsp. panacisoli",0.4-0.6
133206,BL24,"NRRL B-51698, CCM 7577",1,"Paenibacillus methanolicus",0.7-0.9
158786,S8,"KCTC 33848, JCM 31672",1,"Paenibacillus mobilis",0.7-0.8
159846,RA17,"KCTC 33894, CCTCC AB 2017053",1,"Paenibacillus montanisoli",0.8-0.9
134375,MXC2-2,"KCTC 13036, PCU 281, TISTR 1836",1,"Paenibacillus montaniterrae",0.65
11598,MC10,"DSM 18200, CCUG 50090, GTC 1835, JCM 12774, CIP 108936, KCTC 3992",1,"Paenibacillus motobuensis",0.8
11636,MX2-3,"DSM 22867, KCTC 13044, PCU 276, TISTR 1828",1,"Paenibacillus nanensis",1-1.2
140932,P5-1,"CGMCC 1.15178, NBRC 111536",1,"Paenibacillus nasutitermitis",0.5-0.7
141157,JJ-59,"DSM 103623, CIP 111179, LMG 29764",1,"Paenibacillus nebraskensis",0.8-1.0
133784,L10,"KACC 16203, JCM 17814",1,"Paenibacillus oceanisediminis",0.4
164567,,"JCM 33462, KCOM 3021, ChDC PVNT-B20",1,"Paenibacillus oralis",0.42-0.46
133265,1DrF-4,"ACCC 19927, JCM 30486",1,"Paenibacillus oryzae",0.5-0.75
159805,M4BSY-1,"KCTC 33997, CGMCC 1.13667",1,"Paenibacillus paeoniae",0.7-1.2
11610,SAFN-007,"DSM 19293, ATCC BAA 1211, NBRC 101214",1,"Paenibacillus pasadenensis",0.5-0.8
24280,RCB-08,"DSM 28340, CECT 7358, KCTC 13222",1,"Paenibacillus pectinilyticus",0.6
140866,PM10,"LMG 28691, CECT 8827",1,"Paenibacillus periandrae",0.9-1
11589,,"DSM 17399, CECT 5862, LMG 22192, PALXIL 04",1,"Paenibacillus phyllosphaerae",1.25
166105,,"KACC 18701, NBRC 111876, ASL 46",1,"Paenibacillus pinistramenti",1-1.2
11646,,"DSM 23906, KCTC 13941, LMG 23404, Gsoil 1138",1,"Paenibacillus pocheonensis",0.75
140554,BL9,"ICMP 17623, NBRC 105191",1,"Paenibacillus polysaccharolyticus",0.5-0.8
11631,4401170,"DSM 22280, CCUG 53519, CIP 109358",1,"Paenibacillus provencensis",0.95
11639,b09i-3,"DSM 22870, CECT 7360, KCTC 13223",1,"Paenibacillus pueri",0.65
24283,,"DSM 27603, CCUG 59189, KCTC 13718, CAU 9324",1,"Paenibacillus puldeungensis",0.35
133371,TEGT-2,"CCTCC AB 2015258, KCTC 33806",1,"Paenibacillus qinlingensis",0.8-1.0
140933,694,"CGMCC 1.15286, DSM 100762",1,"Paenibacillus radicis",0.8-1.3
11651,"MC-246, rec-246","DSM 22072, CCUG 57263",1,"Paenibacillus residui",0.5
159374,7197,"DSM 103168, CGMCC 1.15699",1,"Paenibacillus rhizophilus",0.5-0.6
133089,JJ-64,"DSM 103963, CCM 8725, LMG 29875",1,"Paenibacillus rhizoplanae",0.8-1.0
11587,CECAP06,"DSM 17254, CECT 5831, LMG 21955",1,"Paenibacillus rhizosphaerae",0.95
166349,14171R-81,"KACC 19915, CCTCC AB 2020026",1,"Paenibacillus rhizovicinus",0.7-1
133620,WPCB173,"KCTC 13282, JCM 16352, LMG 31321, DSM 25278",1,"Paenibacillus rigui",0.5
11620,T27,"DSM 17841, CCBAU 10202, CIP 109632, KCTC 13697",1,"Paenibacillus sabinae",0.75
11578,2301083,"DSM 16941, CCUG 48214, CIP 107938, KCTC 3993",1,"Paenibacillus sanguinis",0.5
11660,"GT-H3, GTH-3","DSM 23491, CIP 110613, LMG 25635",1,"Paenibacillus sediminis",0.5
132619,DB13260,"DSM 28014, CGMCC 1.12769",1,"Paenibacillus segetis",0.5-1.0
134374,X13-1,"KCTC 13039, PCU 280",1,"Paenibacillus septentrionalis",0.65
158769,YYJ7-1,"ACCC 19965, KCTC 33849",1,"Paenibacillus shunpengii",0.4-0.6
134373,S5-3,"KCTC 13038, PCU 279, TISTR 1831",1,"Paenibacillus siamensis",0.65
132640,LOOC204,"DSM 101953, JCM 30974, MAFF 516319",1,"Paenibacillus silagei",0.7-0.9
133090,"DB 13031","DSM 28013, CGMCC 1.12770",1,"Paenibacillus silvae",0.4-1.0
133264,TEGR-3,"CCTCC AB 2016047, KCTC 33807",1,"Paenibacillus sinopodophylli",0.6-0.9
141158,T16R-228,"KACC 18654, NBRC 111896",1,"Paenibacillus solanacearum",0.9-1.4
133010,FJAT-22460,"DSM 100999, CCTCC AB 2015207",1,"Paenibacillus solani",0.4-0.7
11621,,"DSM 21316, KCTC 13010, LMG 23604, DCY 03",1,"Paenibacillus soli",0.55
133511,X19-5,"CCBAU 83901, LMG 24727",1,"Paenibacillus sonchi",0.5
24281,,"DSM 28159, CCGB 1313, CECT 7330, SBR 5",0,"Paenibacillus sonchi",0.72
11656,S27,"DSM 23020, CGMCC 1.10238, CIP 110614",1,"Paenibacillus sophorae",0.45
11650,,"DSM 22699, KCTC 13252, KIT 00200-70066-1",1,"Paenibacillus sputi",0.5-0.6
11626,V10537,"DSM 19942, BCRC 17757, CIP 110615",1,"Paenibacillus taichungensis",0.9-1.4
134006,THMBG22,"CGMCC 1.10966, NBRC 108766",1,"Paenibacillus taihuensis",1.15
11604,,"DSM 18679, IAM 15414, LMG 23799, BCRC 17411, JCM 23198, CIP 109674, KCTC 13628",1,"Paenibacillus taiwanensis",0.7-0.9
11624,SA-7-6,"DSM 19409, CCTCC AB 206108, CIP 110616",1,"Paenibacillus tarimensis",0.5-0.8
132363,D33,"DSM 100035, CCTCC AB 2015273, KACC 18491",1,"Paenibacillus terreus",0.8-0.9
11637,S3-4A,"DSM 22866, KCTC 13043, PCU 275, TISTR 1827",1,"Paenibacillus thailandensis",0.8-1.2
164504,N2SHLJ1,"JCM 33293, CGMCC 1.13865",1,"Paenibacillus thalictri",0.5-1.2
24287,TC22-2b,"DSM 26310, JCM 18657",1,"Paenibacillus thermoaerophilus",0.7
11657,B27,"DSM 22342, CGMCC 1.8946, CIP 110617",1,"Paenibacillus tianmuensis",1.125
11580,2301032,"DSM 16943, CCUG 48216, CIP 108005, KCTC 3995",1,"Paenibacillus timonensis",0.5
158699,CJ11,"KACC 19304, JCM 32080",1,"Paenibacillus translucens",0.4
140529,RTAE36,"CECT 9125, LMG 29502",1,"Paenibacillus tritici",0.6-0.9
23180,xj7,"DSM 25190, CGMCC 1.11012, CIP 110618",1,"Paenibacillus typhae",0.4
11630,5402403,"DSM 22281, CCUG 53521, CIP 109357",1,"Paenibacillus urinalis",1
24286,,"DSM 27954, CCUG 53270, JCM 18268",1,"Paenibacillus vulneris",0.9
11629,YB-45,"DSM 16971, CIP 110595, KCTC 3953",1,"Paenibacillus woosongensis",0.6
11601,R-16776,"DSM 18334, CIP 108306, LMG 22176",1,"Paenibacillus wynnii",0.6
158762,,"IBRCM 10987, LMG 29451, AS 7",1,"Paenibacillus xanthanilyticus",0.5-0.8
830,,"DSM 520, ATCC 27380, CCUG 10978, NRRL NRS-1629",1,"Paenibacillus xerothermodurans",0.7-1.04
11586,XIL14,"DSM 17255, CECT 5839, LMG 21957",1,"Paenibacillus xylanilyticus",1.525
11655,X11-1,"DSM 25299, KCTC 13042, PCU 311, TISTR 1829",1,"Paenibacillus xylanisolvens",0.6
159377,A59,"DSM 107920, NCIMB 15123",1,"Paenibacillus xylanivorans",0.65-0.77
158816,J-3,"KCTC 33926, CGMCC 1.16455",1,"Paenibacillus yanchengensis",0.8-1.1
11600,"JH 29","DSM 18202, CCBAU 10243, CIP 109595, KCTC 13696",1,"Paenibacillus zanthoxyli",0.35-0.4
166455,3-5-3,"CGMCC 1.13686, KCTC 33998",1,"Paenibacillus zeisoli",0.7-0.9
130420,,"DSM 29880, LMG 24542, NCCB 100228, SPC 26, JCM 18952",1,"Paeniglutamicibacter antarcticus",0.2-0.3
166228,JBTF-M29,"KACC 19867, NBRC 113548",1,"Paenimaribius caenipelagi",0.5-1.0
11998,N-05,"DSM 21991, JCM 14646, CGMCC 1.6503",1,"Paenisporosarcina antarctica",0.3-0.6
24335,PN2,"DSM 28130, JCM 15114, LMG 23933",1,"Paenisporosarcina indica",0.5
23332,DY20341,"DSM 24777, JCM 17873",1,"Palaeococcus pacificus",1.15
13826,B33,"DSM 26347, CECT 7066, LMG 22959",1,"Palleronia marisminoris",0.875
12496,,"DSM 17365, JCM 13257, CCUG 53888, WB 4",1,"Paludibacter propionicigenes",0.5-0.6
140824,KJ031,"KCTC 42852, CECT 8976",1,"Paludibacterium purpuratum",0.5-0.7
10525,5YN8-15,"DSM 18731, KACC 11601",1,"Paludibacterium yongneupense",0.75
140789,NC1253,"KCTC 15582, DSM 104738",1,"Paludicola psychrotolerans",0.3
159826,ON6,"KACC 19266, JCM 31957",1,"Paludirhabdus pumila",0.5-0.6
159827,ON8,"KACC 19267, JCM 31958",1,"Paludirhabdus telluriireducens",0.5-0.6
166353,JC670,"KCTC 72850, NBRC 114339",1,"Paludisphaera soli",1.3-1.5
132637,"GS 1550","DSM 18138, JCM 31452, KCTC 12658, Gsoil 1550",1,"Panacibacter ginsenosidivorans",0.5-1.2
2059,,"DSM 16535, CCM 4976, CCUG 38412, CIP 106627, LMG 16407",1,"Pandoraea apista",0.5-0.7
2062,KOx,"DSM 23572, CCM 2766, NBRC 106092",1,"Pandoraea faecigallinarum",0.7
2056,"R2, UBM 101","DSM 11628, CCUG 39188, LMG 18379, CIP 39188, JCM 10565, ATCC BAA 65, CIP 105463",1,"Pandoraea norimbergensis",0.5-0.7
2063,TA25,"DSM 23570, CCM 7677, NBRC 106091, NEU 105",1,"Pandoraea oxalativorans",0.7-0.9
2060,,"DSM 16536, CCM 4978, CCUG 38742, CIP 106626, LMG 18087",1,"Pandoraea pnomenusa",0.5-0.7
2058,"FC 330","DSM 16583, CCM 4979, CCUG 38759, CIP 106625, LMG 18106",1,"Pandoraea pulmonicola",0.5-0.7
2057,,"ATCC BAA 64, DSM 21091, CCUG 45026, CIP 107268, LMG 18819, NCTC 13161",1,"Pandoraea sputorum",0.5-0.7
140630,SE-S21,"JCM 30137, KACC 18127, LMG 30175",1,"Pandoraea terrae",0.4-0.6
2061,ATSB16,"DSM 25325, KACC 12757, LMG 24779",1,"Pandoraea thiooxydans",0.5-0.7
2066,"561, NS15","DSM 23571, CCM 7667, NBRC 106088",1,"Pandoraea vervacti",0.9
159698,Q4.6,"CGMCC 1.15703, KCTC 52466",1,"Pannonibacter carbonis",0.3-0.7
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624",1,"Pannonibacter phragmitetus",0.3-0.6
13690,C6/8,"DSM 14780, NCAIM B02027",0,"Pannonibacter phragmitetus",0.3-0.6
13691,C6/17,"DSM 14781, NCAIM B02026",0,"Pannonibacter phragmitetus",0.3-0.6
5008,"BD 871","DSM 23080, LMG 2558, NCPPB 1682",1,"Pantoea anthophila",0.9
5009,"BD 767, R-31523","DSM 23079, BCC 109, LMG 24200",1,"Pantoea deleyi",0.9
5010,"BD 769, R-25678","DSM 23077, BCC 076, LMG 24197",1,"Pantoea eucalypti",0.9
23003,"BD 943","DSM 26611, LMG 26273, BCC 571",1,"Pantoea rodasii",1
5011,"BD 765, R-21566","DSM 23078, BCC 105, LMG 24199",1,"Pantoea vagans",0.9
23005,"BD 946","DSM 26586, BCC 682, LMG 26277",1,"Pantoea wallisii",1
12502,NS31-3,"DSM 24967, JCM 17797",1,"Parabacteroides chartae",0.85
24336,ST166,"DSM 29073, CCUG 62154, JCM 17104",1,"Parabacteroides chinchillae",1.2
12501,MS-1,"DSM 23371, CCUG 57478, JCM 15724, KCTC 15149",1,"Parabacteroides gordonii",0.8
12498,M-165,"DSM 18315, CIP 109537, JCM 13406, CCUG 54943",1,"Parabacteroides johnsonii",0.8
133586,SA33,"NBRC 101816, VTCC D6-6",1,"Paraburkholderia acidipaludis",0.6-0.7
158708,BN5,"KACC 19419, JCM 32303",1,"Paraburkholderia aromaticivorans",0.3-0.4
158593,NF2-5-3,"KACC 18968, LMG 29961",1,"Paraburkholderia azotifigens",0.8-1.2
133179,CF1,"LMG 28690, CGMCC 1.15103",1,"Paraburkholderia caffeinilytica",0.5-0.6
158824,HM451,"GDMCC 1.1190, LMG 30092",1,"Paraburkholderia caseinilytica",0.4-0.8
130228,NKMU-JPY461,"DSM 29787, BCRC 80259, JPY 461, KCTC 23308, LMG 26031",1,"Paraburkholderia diazotrophica",0.9
166508,DHOA04,"KCTC 42627, LMG 28839",1,"Paraburkholderia dinghuensis",0.2-0.5
159875,,"LMG 27177, HAMBI 3356, WSM 4178",1,"Paraburkholderia fynbosensis",0.9
133562,SA41,"NBRC 101817",1,"Paraburkholderia heleia",0.65
1972,PAS44,"DSM 21841, BCRC 17516, CCUG 54296, LMG 23256",1,"Paraburkholderia mimosarum",0.5-0.7
1978,,"DSM 21604, BCRC 17575, LMG 23741, CCUG 54299, BR Br3437, BR 3437",1,"Paraburkholderia nodosa",0.65
1991,OX-01,"DSM 22550, LMG 26376, NBRC 105797",1,"Paraburkholderia oxyphila",0.85
166291,7MH5,"GDMCC 1.1450, KACC 19962",1,"Paraburkholderia pallida",0.6-0.8
133220,DHOK13,"KCTC 42626, LMG 28846",1,"Paraburkholderia pallidirosea",0.5-0.7
164192,,"JCM 32098, KCTC 52951, DCY 113",1,"Paraburkholderia panacisoli",0.7-0.8
166419,7QSK02,"GDMCC 1.1283, CGMCC 1.15470, KCTC 62473",1,"Paraburkholderia phosphatilytica",0.5-0.8
1966,PsJN,"DSM 17436, CCUG 49060, LMG 22146, CIP 108762",1,"Paraburkholderia phytofirmans",0.65
133968,,"LMG 27174, HAMBI 3354, WSM 3937",1,"Paraburkholderia rhynchosiae",0.9
1988,,"DSM 23623, BCRC 17587, LMG 24235, CCUG 58093, BR Br3407, BR 3407",1,"Paraburkholderia sabiae",0.4-0.6
1982,HU2-65W,"DSM 21400, KCTC 22086, LMG 24238, CCUG 56490",1,"Paraburkholderia sediminicola",0.4
1973,SRMrh-20,"DSM 21840, ATCC BAA 1244, CCUG 54297, LMG 23149",1,"Paraburkholderia silvatlantica",0.8-0.9
166290,"4 M-K11","GDMCC 1.1284, CGMCC 1.15450, KACC 19961, LMG 29217",1,"Paraburkholderia silviterrae",0.6-0.8
133969,,"LMG 27175, HAMBI 3357, WSM 5005",1,"Paraburkholderia sprentiae",0.9
166467,DHOC27,"LMG 30263, GDMCC 1.1281",1,"Paraburkholderia telluris",0.6-0.9
1968,KMY02,"DSM 17804, KCTC 12388, NBRC 100964, CCUG 54786",1,"Paraburkholderia terrae",0.6-0.8
1944,PPe8,"DSM 15359, ATCC BAA 831, BR 11366, LMG 21772, LMG 22274, CCUG 54298, LMG 21393",1,"Paraburkholderia tropica",0.75
1961,MTI-641,"DSM 17197, ATCC BAA 744, CIP 107921",1,"Paraburkholderia unamae",0.65
1965,LB400,"DSM 17367, CCUG 46959, CIP 108558, LMG 21463, NRRL B-18064",1,"Paraburkholderia xenovorans",0.5
166259,24,"CCTCC AB 2018057, KACC 19692",1,"Paracandidimonas caeni",0.5-0.7
140306,IMT-305,"DSM 100048, CCM 8599, CIP 110902, LMG 28740",1,"Paracandidimonas soli",0.5
140901,JC272,"KCTC 15476, LMG 28745",1,"Paraclostridium benzoelyticum",0.5-0.9
166175,N24,"KCTC 62083, MCCC 1H00301",1,"Paracnuella aquatica",0.4-0.8
140628,SCU-M53,"KCTC 42932, CGMCC 1.15419",1,"Paracoccus acridae",0.4-0.6
140969,"11410, 011410","CFCC 14285, KCTC 42845",1,"Paracoccus aerius",0.7-0.9
13727,B7,"DSM 19484, JCM 15119, KCTC 22049, BCRC 80158",1,"Paracoccus aestuarii",0.9
140807,GHD-30,"KCTC 52214, NBRC 111993",1,"Paracoccus aestuariivivens",0.4-0.7
158707,LB2,"KCTC 62138, NBRC 113023",1,"Paracoccus alimentarius",0.4-0.6
141078,0511ARD5E5,"LMG 27962, CECT 8482",1,"Paracoccus cavernae",0.7-1.1
133454,KS-11,"CGMCC 1.7655, NBRC 104937",1,"Paracoccus chinensis",1.15
133282,"WPAn02, RKI16-01929","RKI 16-01929, LMG 29738, CCM 8701, CIP 111112",1,"Paracoccus contaminans",1
133625,22-May,"KCTC 22803, CCUG 58401",1,"Paracoccus fistulariae",0.3-0.6
159700,MVW-1,"BCRC 80974, LMG 29554, KCTC 52239",1,"Paracoccus fontiphilus",0.7-0.9
166511,M1-83,"LMG 30633, CIP 111624, CCM 8857",1,"Paracoccus haematequi",1
134094,LMGP-21903,"KCCM 10460, BC 74171",1,"Paracoccus haeundaensis",0.5
134285,HN-182,"CGMCC 1.6117, JCM 14014",1,"Paracoccus halophilus",0.45
140480,THG-T2.8,"KACC 18932, CCTCC AB 2016181",1,"Paracoccus hibisci",0.6-0.7
140949,THG-T2.31,"KACC 18933, CCTCC AB 2016182",1,"Paracoccus hibiscisoli",0.8-1.0
133889,FLN-7,"KACC 16242, ACCC 05690",1,"Paracoccus huijuniae",0.45
